Couname,PH3COUNTRY,PH2Country,industry,org,uniorg,ceocode,entrepre,promoted,link,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119
47,Azerbaijan                                                                 ,31,NA,441,24,31024,1,1,1,310241,4,5,6,5,5,4,5,5,5,5,7,5,3,5,6,5,6,5,5,6,4,4,6,5,5,5,4,5,6,4,6,5,4,3,6,5,5,6,6,6,4,6,5,6,5,5,6,5,3,5,5,5,5,5,6,5,5,5,4,5,5,3,3,5,5,5,6,5,5,5,5,4,5,6,5,5,3,5,5,5,5,5,3,5,5,6,5,3,5,5,5,5,5,6,5,5,7,5,6,5,5,5,4,4,5,6,5,6,1,4,4,5,7,7,38,1,15,2,3
48,Azerbaijan                                                                 ,31,NA,441,24,31024,2,1,1,310242,4,5,5,6,6,4,5,4,6,6,5,6,2,6,6,4,6,5,4,6,3,3,6,5,6,5,4,4,5,4,6,4,4,4,6,6,6,7,6,7,3,7,4,6,5,4,6,4,1,5,5,4,5,4,6,5,5,4,5,5,6,5,1,5,7,4,5,4,4,5,5,2,6,7,5,5,3,5,4,6,3,3,3,6,2,7,5,5,2,5,7,5,5,4,5,5,7,6,5,5,5,7,5,4,6,6,5,7,1,2,4,7,7,9,36,1,10,2,3
49,Azerbaijan                                                                 ,31,NA,312,25,31025,1,1,2,310251,5,5,6,6,6,5,6,5,6,7,6,6,3,6,4,7,4,6,6,4,6,5,3,6,5,5,3,3,6,5,6,5,3,4,5,6,6,4,6,4,6,6,6,4,7,7,6,6,2,6,6,5,6,2,7,5,3,5,2,6,6,1,4,6,4,6,6,6,5,2,6,2,4,4,5,7,4,3,4,5,5,4,1,6,6,5,6,3,6,5,6,6,6,6,6,2,6,5,5,5,5,6,2,4,5,7,5,6,1,3,1,6,7,7,43,1,15,2,3
50,Azerbaijan                                                                 ,31,NA,312,25,31025,2,1,2,310252,5,6,6,6,7,6,6,4,6,5,5,7,2,7,5,6,5,5,5,4,5,5,3,5,5,6,3,2,5,6,5,5,3,4,3,4,5,6,6,3,4,7,5,6,5,7,6,6,2,6,6,3,6,3,7,5,3,6,1,6,6,1,5,6,5,5,6,6,5,2,6,3,5,3,6,7,5,2,3,5,6,4,4,6,6,5,6,5,6,5,5,6,6,5,5,6,6,5,5,5,5,6,2,4,6,7,6,6,1,1,1,6,7,9,32,1,5,2,3
51,Azerbaijan                                                                 ,31,NA,511,26,31026,1,1,1,310261,3,3,4,5,5,5,6,4,7,7,7,6,3,6,6,5,4,5,6,5,5,4,5,5,5,5,4,5,5,5,5,5,3,4,6,5,6,5,6,5,5,5,5,5,5,5,5,5,1,5,6,4,5,5,6,5,4,4,4,5,5,4,2,5,6,4,5,5,5,5,4,3,5,5,5,5,4,6,6,5,4,5,2,5,5,5,6,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,6,5,6,5,6,5,1,1,2,4,6,7,28,1,15,1,3
52,Azerbaijan                                                                 ,31,NA,511,26,31026,2,1,1,310262,3,4,4,3,3,4,4,4,6,7,6,6,3,5,6,4,2,4,3,7,2,2,6,3,4,5,5,6,5,2,6,3,4,5,7,7,5,7,6,6,3,5,4,6,4,2,5,4,1,5,5,2,5,2,6,4,5,3,6,6,7,3,2,5,5,5,5,4,2,5,4,3,3,6,3,4,2,6,5,6,2,3,1,6,3,5,6,4,4,3,6,3,3,3,2,6,5,5,4,4,5,4,5,4,6,5,5,5,1,1,3,5,6,7,30,1,15,1,3
53,Azerbaijan                                                                 ,31,NA,337,27,31027,1,2,2,310271,4,5,5,5,5,5,5,5,5,5,5,5,1,6,5,4,4,4,4,7,4,3,6,5,5,6,4,6,6,5,6,4,4,4,6,5,4,5,5,6,5,6,5,6,6,4,3,5,3,5,5,3,5,3,5,5,5,4,4,5,5,2,2,5,5,5,5,5,3,4,5,3,5,6,5,5,5,4,6,6,5,5,2,5,3,6,6,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,2,5,5,6,6,7,1,5,1,6,7,8,39,1,15,2,4
54,Azerbaijan                                                                 ,31,NA,337,27,31027,2,2,2,310272,4,4,5,5,5,5,5,5,6,7,6,6,1,6,6,4,2,4,3,7,2,2,7,3,4,5,5,6,5,4,6,2,4,5,6,5,4,6,6,6,2,7,3,6,4,2,5,3,1,4,3,1,4,3,7,4,6,3,6,5,7,3,3,5,7,4,5,4,1,5,4,2,3,7,4,4,4,4,5,6,2,2,1,6,4,6,5,4,3,3,7,3,4,4,4,4,5,5,5,5,5,5,1,5,6,6,6,7,1,1,1,6,7,6,32,1,15,2,4
55,Azerbaijan                                                                 ,31,NA,443,28,31028,1,2,1,310281,6,6,4,6,6,6,7,4,2,7,6,6,1,5,2,5,4,5,6,7,4,4,5,6,7,7,3,4,6,7,6,7,3,4,5,5,6,6,6,4,6,6,6,6,6,6,6,6,2,6,6,6,6,6,5,6,5,6,2,7,7,2,2,6,5,5,5,5,5,5,6,4,6,5,6,6,3,7,6,5,5,5,5,5,6,6,7,2,7,7,5,6,6,6,6,6,6,6,5,6,6,6,5,6,5,6,6,6,2,2,2,6,6,2,38,1,18,2,3
56,Azerbaijan                                                                 ,31,NA,443,28,31028,2,2,1,310282,5,6,5,6,6,6,5,3,3,6,6,6,2,6,3,5,5,5,5,6,5,4,5,5,5,6,2,5,6,7,7,6,3,2,5,5,5,6,6,5,7,7,7,6,6,7,5,5,3,5,6,6,7,6,7,5,5,6,3,7,7,1,2,6,5,5,6,6,7,6,5,3,7,4,5,6,2,7,7,5,5,6,4,5,5,6,6,2,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,5,3,2,2,5,6,14,40,1,7,2,3
57,Azerbaijan                                                                 ,31,NA,443,29,31029,1,2,2,310291,6,5,5,6,5,5,6,3,2,6,6,6,3,4,2,6,4,6,6,5,5,6,4,6,6,6,2,3,6,6,6,6,2,1,5,5,6,6,6,4,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,5,5,2,7,7,2,2,6,5,5,6,5,6,6,6,4,7,5,6,6,2,6,6,6,6,6,6,5,6,6,7,1,7,7,7,5,6,6,5,6,7,6,6,6,6,6,6,6,6,6,6,6,2,1,2,5,6,5,37,1,15,2,2
58,Azerbaijan                                                                 ,31,NA,443,29,31029,2,2,2,310292,6,5,5,6,5,6,6,3,4,6,5,6,2,6,2,5,5,5,5,6,5,5,5,6,5,5,2,4,5,7,6,7,2,1,5,6,6,5,5,5,7,7,7,6,6,7,6,6,1,5,6,6,7,6,6,7,5,5,3,6,6,2,1,6,6,6,6,6,7,6,5,3,7,4,5,6,2,7,7,6,5,6,4,5,5,6,6,2,5,6,5,5,5,5,6,5,6,7,6,6,7,7,5,5,6,6,7,7,1,1,1,5,6,8,34,1,12,2,2
59,Azerbaijan                                                                 ,31,NA,511,30,31030,1,2,1,310301,3,3,4,5,5,5,6,4,7,7,6,6,2,6,6,5,4,5,6,5,5,4,5,5,5,6,4,5,5,5,5,5,3,4,5,5,5,5,6,5,5,5,5,5,5,4,6,5,1,5,5,4,5,6,6,6,4,4,4,5,7,4,3,5,5,4,5,5,5,5,4,2,5,5,5,5,4,6,5,6,5,5,3,6,5,5,6,3,4,4,4,4,6,5,5,5,5,6,6,5,5,3,5,5,6,6,6,5,3,3,2,4,6,5,32,1,25,1,3
60,Azerbaijan                                                                 ,31,NA,511,30,31030,2,2,1,310302,4,4,5,5,5,5,5,5,5,6,6,6,2,6,6,4,2,4,3,5,2,4,6,3,4,6,6,5,5,4,7,2,4,5,7,7,5,5,6,5,3,5,4,6,4,2,6,4,1,5,5,4,5,4,6,5,5,3,6,6,7,2,3,5,5,5,5,5,3,4,4,2,3,6,4,4,3,5,5,6,3,3,2,6,4,5,5,5,5,4,6,4,4,4,5,4,5,5,4,4,5,4,5,4,6,6,5,5,3,3,3,4,6,6,28,1,20,1,3
61,Azerbaijan                                                                 ,31,NA,422,31,31031,1,1,1,310311,4,5,4,3,3,3,4,4,6,5,6,5,1,5,4,5,5,4,4,6,4,3,4,5,4,4,3,5,4,4,5,3,4,5,6,1,4,6,6,4,4,5,4,5,5,4,5,4,3,4,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,4,4,4,3,6,5,2,4,5,5,5,4,5,5,5,5,4,2,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,6,6,6,6,4,4,4,5,6,7,37,1,15,2,4
62,Azerbaijan                                                                 ,31,NA,422,31,31031,2,1,1,310312,5,5,5,4,4,4,5,5,5,5,7,5,1,5,5,2,1,3,3,5,1,1,5,5,3,3,2,5,3,2,5,2,6,5,6,1,2,7,6,5,1,6,1,7,1,2,6,1,1,2,3,1,2,1,5,3,7,2,1,4,4,7,5,4,7,1,4,1,1,7,2,1,3,7,3,4,5,2,6,6,1,1,1,7,1,7,5,1,4,1,7,1,1,1,1,4,5,5,5,5,5,4,5,4,5,5,5,5,1,1,4,4,6,6,34,1,10,2,4
63,Azerbaijan                                                                 ,31,NA,325,32,31032,1,1,1,310321,7,7,6,6,6,6,6,2,5,7,5,6,6,6,6,6,6,6,6,4,6,5,2,6,7,6,1,3,6,5,5,2,1,1,3,3,6,5,6,5,6,3,3,3,5,6,6,7,6,6,7,7,6,6,6,7,7,7,1,5,5,2,6,6,6,6,6,6,6,3,6,5,6,5,6,5,2,4,5,5,5,6,3,5,5,6,5,5,6,5,5,5,6,6,5,6,7,6,5,5,5,6,4,4,5,7,6,7,1,1,4,7,7,3,38,1,10,2,3
64,Azerbaijan                                                                 ,31,NA,325,32,31032,2,1,1,310322,7,7,5,7,6,6,6,2,5,6,6,5,6,6,6,6,5,5,6,4,6,5,3,4,7,7,1,2,5,5,5,2,1,1,3,3,6,5,6,5,6,3,3,3,5,6,6,7,6,6,7,7,6,6,6,7,7,7,1,4,4,3,5,5,6,6,6,6,6,5,6,2,6,4,7,5,3,4,5,4,6,4,4,5,4,6,5,6,6,6,5,6,6,6,5,5,7,7,5,5,5,6,4,4,5,7,6,7,1,1,4,7,7,7,31,1,8,2,3
65,Azerbaijan                                                                 ,31,NA,311,33,31033,1,1,2,310331,5,5,5,5,5,5,6,4,7,7,6,5,1,5,5,5,6,5,6,6,4,4,5,5,5,5,4,5,5,5,5,5,5,3,6,5,5,6,5,5,5,5,5,5,5,5,5,5,2,6,5,5,5,5,6,5,6,5,5,6,6,4,2,5,5,5,5,5,5,5,5,3,4,5,5,5,4,6,5,5,3,4,1,6,3,5,5,4,6,4,6,5,5,5,5,5,5,6,6,5,5,5,3,5,6,5,5,6,2,2,2,6,7,4,41,1,20,2,3
66,Azerbaijan                                                                 ,31,NA,311,33,31033,2,1,2,310332,5,5,5,5,5,5,6,3,6,7,7,5,2,5,6,4,6,5,5,5,2,5,5,4,4,6,3,5,5,4,6,4,4,3,7,4,5,5,6,5,5,6,4,5,5,3,6,5,1,5,5,4,5,4,6,4,5,4,4,6,5,3,2,5,5,5,5,5,4,5,4,2,4,6,4,4,3,5,4,6,3,3,2,5,4,5,5,5,5,4,6,4,4,4,5,5,5,6,5,5,5,4,3,5,6,6,5,6,3,2,1,6,6,8,39,1,20,2,3
67,Azerbaijan                                                                 ,31,NA,311,34,31034,1,1,1,310341,7,7,6,6,6,6,6,2,5,7,5,6,5,7,6,6,5,5,6,4,6,6,2,6,5,6,1,1,6,5,5,1,1,1,3,3,6,5,6,5,6,3,3,3,5,6,6,7,6,6,7,7,6,6,6,7,7,7,1,5,5,2,5,7,5,6,6,6,6,7,6,6,7,7,7,5,2,5,6,6,6,5,1,6,5,6,6,5,5,5,5,5,6,5,5,1,7,5,4,5,5,5,5,5,5,7,7,7,4,3,5,7,7,5,42,1,10,2,2
68,Azerbaijan                                                                 ,31,NA,311,34,31034,2,1,1,310342,6,6,4,6,5,5,7,1,6,5,5,6,5,7,5,5,5,5,7,4,6,6,1,4,7,7,1,1,6,5,5,1,1,1,3,3,6,5,6,5,6,3,3,3,5,6,6,7,6,6,7,7,6,6,6,7,7,7,1,4,4,2,5,5,6,7,7,7,7,7,6,5,7,7,7,6,3,4,5,4,5,4,4,5,4,5,5,4,6,4,4,4,4,4,3,5,6,7,5,6,5,6,4,4,6,6,5,6,1,2,3,7,7,6,31,1,8,2,2
69,Azerbaijan                                                                 ,31,NA,422,35,31035,1,2,2,310351,5,5,5,4,4,4,5,5,5,5,7,5,1,5,5,2,1,3,3,5,1,1,5,5,3,3,2,5,3,2,5,2,6,5,6,1,2,7,6,5,1,6,1,7,1,2,6,1,1,2,3,1,2,1,5,3,7,2,1,4,4,7,5,4,7,1,4,1,1,7,2,1,3,7,3,4,5,2,6,6,1,1,1,7,1,7,5,1,4,1,7,1,1,1,1,4,5,5,5,5,5,4,5,4,5,5,5,5,1,1,4,4,6,6,34,1,10,2,3
70,Azerbaijan                                                                 ,31,NA,422,35,31035,2,2,2,310352,7,7,6,6,6,6,6,2,5,7,5,6,6,6,6,6,6,6,6,4,6,5,2,6,7,6,1,3,6,5,5,2,1,1,3,3,6,5,6,5,6,3,3,3,5,6,6,7,6,6,7,7,6,6,6,7,7,7,1,5,5,2,6,6,6,6,6,6,6,3,6,5,6,5,6,5,2,4,5,5,5,6,3,5,5,6,5,5,6,5,5,5,6,6,5,6,7,6,5,5,5,6,4,4,5,7,6,7,1,1,4,7,7,3,38,1,10,2,3
71,Azerbaijan                                                                 ,31,NA,313,36,31036,1,2,1,310361,3,3,4,5,5,6,5,4,6,7,6,6,2,6,5,5,4,5,5,6,5,4,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,6,5,5,5,5,5,5,4,6,5,1,5,5,4,5,5,5,5,4,4,4,5,5,4,2,5,6,4,6,5,6,5,2,2,5,5,5,5,4,5,6,5,5,5,3,5,5,5,5,2,4,4,4,4,6,6,5,5,6,5,5,4,4,2,5,4,5,6,5,6,1,1,2,4,6,6,37,1,15,2,3
72,Azerbaijan                                                                 ,31,NA,313,36,31036,2,2,1,310362,4,4,5,6,6,5,6,5,5,6,6,6,3,6,5,4,3,4,3,5,3,4,6,3,4,5,5,6,5,4,7,2,4,5,7,7,5,5,6,5,3,5,4,6,4,2,5,4,1,5,5,4,5,4,6,5,5,3,6,6,6,3,3,5,6,5,5,5,2,4,4,2,3,5,3,4,2,5,5,5,3,2,2,6,4,5,5,5,4,4,5,4,4,4,4,4,6,5,4,4,5,4,6,4,5,5,5,6,1,1,1,4,5,13,25,1,10,2,3
73,Azerbaijan                                                                 ,31,NA,491,37,31037,1,2,2,310371,2,3,3,4,4,5,4,2,5,5,5,5,1,4,5,5,4,2,5,6,5,5,6,5,5,5,4,4,3,5,6,3,4,3,6,5,4,6,6,3,5,3,4,5,4,5,5,5,2,5,6,4,4,3,5,5,6,5,4,5,3,1,3,4,5,5,5,4,3,7,2,3,3,5,5,5,3,4,6,6,4,3,3,4,2,5,4,5,5,2,6,3,4,4,3,4,5,6,5,5,5,4,1,2,4,5,7,6,4,4,1,2,2,11,28,1,8,1,3
74,Azerbaijan                                                                 ,31,NA,491,37,31037,2,2,2,310372,3,5,5,5,5,5,4,1,6,5,7,7,3,6,5,7,3,5,6,6,7,6,4,6,6,7,1,3,5,7,5,5,1,1,5,7,6,7,7,1,7,5,6,2,6,6,5,5,2,6,6,5,5,5,5,6,6,6,2,6,2,3,3,6,5,7,7,6,5,6,5,6,5,5,6,6,1,6,6,6,5,4,1,4,4,6,6,5,6,4,5,5,6,4,6,5,5,6,6,6,7,5,1,1,5,6,7,7,5,5,2,5,4,7,31,2,10,1,3
75,Azerbaijan                                                                 ,31,NA,233,38,31038,1,2,1,310381,5,6,6,5,5,5,5,6,5,5,5,5,1,5,5,5,4,5,5,6,5,4,5,5,5,5,4,5,6,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,6,3,6,6,5,6,5,5,4,5,5,3,3,5,5,5,5,5,5,6,5,5,5,5,5,5,4,5,6,5,5,4,3,5,5,5,5,2,6,5,5,5,5,5,5,6,6,6,5,5,6,5,4,5,6,6,6,5,3,2,1,5,5,3,27,1,7,2,4
76,Azerbaijan                                                                 ,31,NA,233,38,31038,2,2,1,310382,4,4,6,5,4,4,4,6,5,6,5,6,1,6,6,4,2,4,3,6,2,2,7,3,4,5,5,6,5,4,6,3,4,5,7,6,4,5,6,7,2,7,3,7,4,2,5,3,1,4,3,2,4,3,7,4,5,3,6,5,7,3,3,4,7,4,5,4,1,7,3,4,3,7,4,4,4,4,6,6,3,2,1,6,4,6,5,4,4,4,6,4,4,4,4,4,6,6,4,4,4,4,1,3,4,5,5,6,2,2,1,5,5,5,31,1,10,2,4
77,Azerbaijan                                                                 ,31,NA,514,39,31039,1,1,2,310391,5,5,5,5,5,5,6,4,7,7,6,5,1,5,5,5,6,5,6,6,4,4,5,5,5,5,4,5,5,5,5,5,5,3,6,5,5,6,5,5,5,5,5,5,5,5,5,5,2,6,5,5,5,5,6,5,6,5,5,6,6,4,2,5,5,5,5,5,5,5,5,3,4,5,5,5,4,6,5,5,3,4,1,6,3,5,5,4,6,4,6,5,5,5,5,5,5,6,6,5,5,5,3,5,6,5,5,6,2,2,2,6,7,4,41,1,20,2,3
78,Azerbaijan                                                                 ,31,NA,514,39,31039,2,1,2,310392,5,5,5,5,5,5,6,3,6,7,7,5,2,5,6,4,6,5,5,5,2,5,5,4,4,6,3,5,5,4,6,4,4,3,7,4,5,5,6,5,5,6,4,5,5,3,6,5,1,5,5,4,5,4,6,4,5,4,4,6,5,3,2,5,5,5,5,5,4,5,4,2,4,6,4,4,3,5,4,6,3,3,2,5,4,5,5,5,5,4,6,4,4,4,5,5,5,6,5,5,5,4,3,5,6,6,5,6,3,2,1,6,6,8,39,1,20,2,3
79,Azerbaijan                                                                 ,31,NA,335,40,31040,1,2,1,310401,4,5,4,3,3,3,4,4,5,5,6,5,3,5,4,5,5,4,4,6,4,3,4,5,4,4,3,5,5,4,5,3,4,6,5,3,4,6,6,4,4,5,4,5,5,4,6,4,3,4,6,4,4,4,6,6,6,5,4,6,6,5,4,5,5,4,4,4,3,5,5,2,4,5,6,6,5,5,5,5,5,4,2,5,4,6,5,5,6,4,6,5,5,4,5,6,6,6,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,6,32,1,12,2,4
80,Azerbaijan                                                                 ,31,NA,335,40,31040,2,2,1,310402,5,5,5,4,4,5,6,5,5,5,6,6,2,5,5,3,3,4,4,5,3,2,5,6,3,3,3,6,3,3,5,3,5,5,6,2,2,6,5,5,2,5,2,7,2,3,6,2,2,3,3,3,3,2,5,3,7,3,3,4,4,6,5,4,7,3,5,2,2,7,3,3,5,6,3,4,5,3,5,5,3,3,2,5,3,7,6,4,4,3,7,3,3,3,3,4,5,5,5,5,5,4,5,5,5,5,5,5,3,3,5,5,6,6,25,1,5,2,4
81,Austria                                                                    ,40,Austria,NA,1,40001,1,NA,NA,400011,6,7,7,5,4,7,7,2,6,7,7,7,1,4,6,6,5,5,6,1,6,5,2,6,7,4,1,1,6,6,2,6,1,3,1,7,7,1,5,1,6,7,7,1,7,4,5,7,2,7,6,4,7,6,1,4,1,6,1,5,6,2,6,7,5,6,6,6,7,1,6,1,6,2,6,NA,1,7,6,2,7,7,1,4,4,7,7,7,7,7,2,6,6,6,7,7,6,7,7,4,4,6,1,6,4,6,5,6,6,6,1,6,5,4,43,1,10,4,4
82,Austria                                                                    ,40,Austria,NA,1,40001,2,NA,NA,400012,3,5,7,6,7,7,7,3,5,7,3,7,1,2,6,3,6,2,2,1,2,1,2,6,7,2,3,5,6,7,5,7,2,7,6,7,7,5,2,5,2,6,5,2,6,5,6,5,5,7,7,1,7,5,1,1,5,4,3,7,7,7,3,7,5,6,5,6,7,1,7,5,5,3,5,7,NA,6,2,2,6,2,2,6,6,6,7,6,6,6,3,2,6,6,6,6,6,6,5,4,4,5,2,5,5,7,5,7,5,4,2,6,5,4,42,1,5,3,3
83,Austria                                                                    ,40,Austria,NA,1,40001,3,NA,NA,400013,7,7,6,4,5,6,7,3,2,6,6,5,3,2,3,4,5,6,5,1,6,6,1,7,6,5,1,2,2,6,2,6,1,2,1,5,5,2,5,2,6,2,5,2,5,6,6,5,6,6,3,5,5,6,2,6,4,6,1,6,3,3,5,6,1,5,6,6,7,3,5,3,6,2,6,5,3,6,6,1,7,5,3,6,7,3,7,6,6,6,3,5,6,5,6,7,6,6,5,2,3,5,1,5,5,7,5,7,5,5,1,6,5,1,42,1,6,4,4
84,Austria                                                                    ,40,Austria,NA,2,40002,1,NA,NA,400021,6,7,5,7,4,7,6,5,6,7,3,7,2,6,7,6,7,4,5,6,3,4,7,7,5,6,1,2,5,6,5,3,1,5,6,7,6,5,7,5,5,7,7,4,5,6,7,6,1,4,6,2,7,5,4,2,4,6,5,7,7,1,7,7,6,7,5,7,7,1,7,1,2,5,6,7,7,5,4,7,7,5,6,7,7,7,7,4,5,6,5,4,6,7,7,7,7,3,6,7,7,6,5,6,5,6,6,7,6,5,1,7,7,6,59,1,5,3,4
85,Austria                                                                    ,40,Austria,NA,2,40002,2,NA,NA,400022,7,7,6,5,5,7,7,5,7,7,6,7,4,3,4,6,7,3,5,1,5,5,4,6,5,5,1,2,6,7,5,4,1,4,5,7,5,1,5,1,5,7,7,1,7,6,4,4,5,5,2,2,6,4,5,2,3,7,2,7,6,1,2,7,5,7,5,6,7,2,7,1,5,2,6,7,4,4,5,5,6,4,1,5,6,6,6,7,6,7,2,6,7,6,7,5,6,7,5,3,3,5,2,3,4,6,5,6,3,3,1,6,6,5,47,1,10,3,4
86,Austria                                                                    ,40,Austria,NA,2,40002,3,NA,NA,400023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Austria                                                                    ,40,Austria,NA,3,40003,1,NA,NA,400031,5,3,6,6,2,6,7,1,2,5,7,5,2,4,6,2,2,2,5,1,7,3,5,3,4,4,1,3,3,7,5,3,1,1,3,5,5,2,5,4,4,7,4,2,5,4,7,4,1,7,3,1,5,2,6,4,5,5,1,5,7,7,7,7,2,4,4,5,5,1,7,1,2,6,4,4,6,4,3,5,6,3,6,3,5,2,6,6,7,7,2,7,4,6,5,6,6,7,5,5,5,5,5,5,5,5,5,6,5,5,3,5,6,1,43.5,2,NA,4,4
88,Austria                                                                    ,40,Austria,NA,3,40003,2,NA,NA,400032,4,4,6,5,2,5,5,2,2,6,5,4,2,5,5,2,3,2,2,4,1,6,3,3,4,2,3,3,3,6,5,4,2,2,3,5,5,2,6,4,4,7,4,2,6,4,6,5,2,6,3,2,6,2,5,4,5,5,2,6,6,6,6,6,2,5,4,5,5,2,6,1,2,5,4,4,5,5,3,6,6,2,5,5,4,3,5,5,5,5,2,5,3,6,5,5,5,7,6,6,5,6,1,6,6,6,6,6,5,6,3,6,6,3,42,2,NA,4,4
89,Austria                                                                    ,40,Austria,NA,3,40003,3,NA,NA,400033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Austria                                                                    ,40,Austria,NA,4,40004,1,NA,NA,400041,7,7,6,7,6,7,7,1,6,7,5,6,2,4,7,7,6,4,6,6,4,2,5,4,6,4,2,4,6,7,5,3,1,4,6,5,7,6,2,3,6,7,6,2,6,4,6,6,1,4,1,2,6,5,2,2,3,7,2,6,6,1,6,7,6,6,5,7,6,4,6,1,4,2,6,7,5,4,3,2,2,4,2,4,7,7,7,7,7,7,1,6,7,7,7,7,6,6,6,5,5,6,4,5,4,7,6,7,3,3,1,7,6,12,54,1,5,3,4
91,Austria                                                                    ,40,Austria,NA,4,40004,2,NA,NA,400042,7,7,7,NA,7,7,7,2,7,7,6,7,1,6,6,7,7,6,6,1,6,7,2,5,6,2,1,2,6,7,2,7,1,1,1,7,6,1,2,1,7,6,7,1,7,2,6,7,5,7,5,5,7,7,1,6,2,7,1,6,6,1,2,7,2,4,6,6,7,1,7,1,7,1,7,7,1,2,7,1,6,7,1,1,7,4,7,7,7,7,2,7,7,7,7,7,6,7,7,6,6,7,5,7,6,7,7,7,6,6,1,7,6,13,60,1,5,3,4
92,Austria                                                                    ,40,Austria,NA,4,40004,3,NA,NA,400043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Austria                                                                    ,40,Austria,NA,5,40005,1,NA,NA,400051,7,6,5,5,6,7,7,1,6,6,4,6,5,5,6,7,7,7,7,1,5,6,3,6,7,4,1,1,3,5,4,7,1,1,1,6,5,1,5,1,6,4,7,1,5,4,5,5,7,6,4,5,6,5,4,7,4,7,1,6,4,4,4,6,1,6,7,6,6,2,6,5,5,1,6,6,2,7,6,2,3,6,6,7,7,7,7,7,7,7,1,6,7,5,6,6,6,7,5,4,4,6,NA,5,5,7,5,7,4,4,1,7,5,1,30,1,8,3,4
94,Austria                                                                    ,40,Austria,NA,5,40005,2,NA,NA,400052,6,7,6,7,4,4,7,4,7,7,7,6,1,4,2,7,4,4,6,1,3,4,3,4,4,5,1,1,4,7,2,6,1,2,1,7,4,5,4,3,5,6,6,1,5,4,5,5,4,6,3,4,7,6,3,4,2,5,1,5,3,2,4,6,2,4,5,5,7,4,7,4,7,4,4,7,2,4,6,4,4,6,4,3,5,4,7,7,7,6,2,4,7,6,7,6,6,7,6,4,5,7,1,5,7,6,6,5,4,3,1,6,5,3,25,2,6,NA,4
